TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
1,4936,4588,firefox.exe,0x8f87189df0c0,18,-,1,True,2024-08-30 22:50:56.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=5832 -childID 6 -isForBrowser -prefsHandle 5840 -prefMapHandle 5844 -prefsLen 29018 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {bb861d47-4809-4708-8407-00ba34de4e15} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,4952,4588,firefox.exe,0x8f87189130c0,16,-,1,True,2024-08-30 22:53:59.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=3996 -childID 9 -isForBrowser -prefsHandle 4996 -prefMapHandle 3296 -prefsLen 33570 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {0c981e14-f2ee-4464-887c-3ed91d77a70d} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,856,4588,firefox.exe,0x8f870ba81080,16,-,1,True,2024-08-30 22:54:35.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=7696 -childID 13 -isForBrowser -prefsHandle 7688 -prefMapHandle 7680 -prefsLen 33570 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {5d7509ba-2868-4122-8310-9b3077a3261b} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,3800,4588,firefox.exe,0x8f870b956080,5,-,1,True,2024-08-30 22:50:50.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=2104 -parentBuildID 20240606181944 -prefsHandle 2096 -prefMapHandle 2092 -prefsLen 26176 -prefMapSize 251350 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {7143a08f-cfb8-4565-a5f5-288dfadfbf58} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" socket",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,5084,4588,updater.exe,0x8f870bcc40c0,0,-,1,True,2024-08-30 22:51:35.000000 UTC,2024-08-30 22:51:54.000000 UTC,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\updater.exe,-,-
1,5212,4588,firefox.exe,0x8f870adbc080,13,-,1,True,2024-08-30 22:56:42.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=8236 -childID 23 -isForBrowser -prefsHandle 8248 -prefMapHandle 8160 -prefsLen 33666 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {b9663ea7-719b-4af4-b886-1557da8039c1} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,5988,4588,firefox.exe,0x8f870af64080,12,-,1,True,2024-08-30 23:00:11.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=9108 -childID 25 -isForBrowser -prefsHandle 4552 -prefMapHandle 4548 -prefsLen 33666 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {70f72afc-d877-4fc4-b54c-dd9563817eb6} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,3952,4588,firefox.exe,0x8f871a0df0c0,5,-,1,True,2024-08-30 22:50:54.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=3960 -parentBuildID 20240606181944 -sandboxingKind 0 -prefsHandle 4156 -prefMapHandle 3448 -prefsLen 32786 -prefMapSize 251350 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {39fbcb47-4195-42d0-8363-6eef9881f96e} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" utility",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,2160,4588,firefox.exe,0x8f870bcd7080,16,-,1,True,2024-08-30 22:54:39.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=7816 -childID 14 -isForBrowser -prefsHandle 7592 -prefMapHandle 7624 -prefsLen 33570 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {07c7fa9a-c6ef-4a86-b161-d8bd56dd2b71} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,4596,4588,firefox.exe,0x8f871359b0c0,17,-,1,True,2024-08-30 22:54:52.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=6388 -childID 16 -isForBrowser -prefsHandle 8088 -prefMapHandle 3636 -prefsLen 33626 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {26cfa534-a5e2-4d12-93df-8041f19c31b4} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
1,1404,4588,firefox.exe,0x8f870bb21540,17,-,1,True,2024-08-30 22:50:53.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files (x86)\\Mozilla Firefox\\firefox.exe,"""C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe"" -contentproc --channel=4252 -childID 4 -isForBrowser -prefsHandle 4244 -prefMapHandle 4240 -prefsLen 27806 -prefMapSize 251350 -jsInitHandle 1320 -jsInitLen 234488 -parentBuildID 20240606181944 -win32kLockedDown -appDir ""C:\\Program Files (x86)\\Mozilla Firefox\\browser"" - {6c090209-3082-4ef5-a327-01ed87d3c887} 4588 ""\\\\.\\pipe\\gecko-crash-server-pipe.4588"" tab",C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
0,2840,5412,FTK Imager.exe,0x8f870b148080,26,-,1,False,2024-08-30 23:22:15.000000 UTC,N/A,\\Device\\HarddiskVolume1\\Program Files\\AccessData\\FTK Imager\\FTK Imager.exe,"""C:\\Program Files\\AccessData\\FTK Imager\\FTK Imager.exe""",C:\\Program Files\\AccessData\\FTK Imager\\FTK Imager.exe

